Container_ID,Container_Type,Size,Cargo_Category,Import_Export,Cargo_Weight_Tons,Hazardous
CONT06464,Tank,45FT,Textiles,Export,10.67,No
CONT06465,Dry,40FT,Electronics,Import,17.9,Yes
CONT06466,Reefer,20FT,Textiles,Export,25.38,No
CONT06467,Open Top,45FT,Electronics,Import,10.24,No
CONT06468,Tank,40FT,Textiles,Export,22.4,No
CONT06469,Dry,20FT,Electronics,Import,27.85,No
CONT06470,Reefer,45FT,Textiles,Export,25.66,Yes
CONT06471,Open Top,40FT,Electronics,Import,14.04,No
CONT06472,Tank,20FT,Textiles,Export,19.18,No
CONT06473,Dry,45FT,Electronics,Import,28.79,No
CONT06474,Reefer,40FT,Textiles,Export,18.21,No
CONT06475,Open Top,20FT,Electronics,Import,6.88,Yes
CONT06476,Tank,45FT,Textiles,Export,5.14,No
CONT06477,Dry,40FT,Electronics,Import,23.76,No
CONT06478,Reefer,20FT,Textiles,Export,14.59,No
CONT06479,Open Top,45FT,Electronics,Import,10.17,No
CONT06480,Tank,40FT,Textiles,Export,12.69,Yes
CONT06481,Dry,20FT,Electronics,Import,22.93,No
CONT06482,Reefer,45FT,Textiles,Export,15.63,No
CONT06483,Open Top,40FT,Electronics,Import,25.71,No
CONT06484,Tank,20FT,Textiles,Export,22.37,No
CONT06485,Dry,45FT,Electronics,Import,28.35,Yes
CONT06486,Reefer,40FT,Textiles,Export,26.21,No
CONT06487,Open Top,20FT,Electronics,Import,10.36,No
CONT06488,Tank,45FT,Textiles,Export,20.48,No
CONT06489,Dry,40FT,Electronics,Import,4.51,No
CONT06490,Reefer,20FT,Textiles,Export,28.78,Yes
CONT06491,Open Top,45FT,Electronics,Import,10.53,No
CONT06492,Tank,40FT,Textiles,Export,20.62,No
CONT06493,Dry,20FT,Electronics,Import,25.23,No
CONT06494,Reefer,45FT,Textiles,Export,8.01,No
CONT06495,Open Top,40FT,Electronics,Import,25.2,Yes
CONT06496,Tank,20FT,Textiles,Export,4.31,No
CONT06497,Dry,45FT,Electronics,Import,15.05,No
CONT06498,Reefer,40FT,Textiles,Export,15.8,No
CONT06499,Open Top,20FT,Electronics,Import,13.35,No
CONT06500,Tank,45FT,Textiles,Export,18.66,Yes
CONT06501,Dry,40FT,Electronics,Import,26.87,No
CONT06502,Reefer,20FT,Textiles,Export,12.17,No
CONT06503,Open Top,45FT,Electronics,Import,18.48,No
CONT06504,Tank,40FT,Textiles,Export,25.94,No
CONT06505,Dry,20FT,Electronics,Import,23.32,Yes
CONT06506,Reefer,45FT,Textiles,Export,5.02,No
CONT06507,Open Top,40FT,Electronics,Import,27.57,No
CONT06508,Tank,20FT,Textiles,Export,5.17,No
CONT06509,Dry,45FT,Electronics,Import,18.72,No
CONT06510,Reefer,40FT,Textiles,Export,18.38,Yes
CONT06511,Open Top,20FT,Electronics,Import,23.66,No
CONT06512,Tank,45FT,Textiles,Export,7.71,No
CONT06513,Dry,40FT,Electronics,Import,8.48,No
CONT06514,Reefer,20FT,Textiles,Export,22.8,No
CONT06515,Open Top,45FT,Electronics,Import,7.74,Yes
CONT06516,Tank,40FT,Textiles,Export,15.74,No
CONT06517,Dry,20FT,Electronics,Import,22.29,No
CONT06518,Reefer,45FT,Textiles,Export,20.28,No
CONT06519,Open Top,40FT,Electronics,Import,9.27,No
CONT06520,Tank,20FT,Textiles,Export,11.6,Yes
CONT06521,Dry,45FT,Electronics,Import,28.22,No
CONT06522,Reefer,40FT,Textiles,Export,15.22,No
CONT06523,Open Top,20FT,Electronics,Import,5.11,No
CONT06524,Tank,45FT,Textiles,Export,9.49,No
CONT06525,Dry,40FT,Electronics,Import,12.56,Yes
CONT06526,Reefer,20FT,Textiles,Export,28.99,No
CONT06527,Open Top,45FT,Electronics,Import,11.57,No
CONT06528,Tank,40FT,Textiles,Export,4.66,No
CONT06529,Dry,20FT,Electronics,Import,16.82,No
CONT06530,Reefer,45FT,Textiles,Export,6.09,Yes
CONT06531,Open Top,40FT,Electronics,Import,10.85,No
CONT06532,Tank,20FT,Textiles,Export,28.81,No
CONT06533,Dry,45FT,Electronics,Import,21.62,No
CONT06534,Reefer,40FT,Textiles,Export,5.27,No
CONT06535,Open Top,20FT,Electronics,Import,15.22,Yes
CONT06536,Tank,45FT,Textiles,Export,8.29,No
CONT06537,Dry,40FT,Electronics,Import,7.07,No
CONT06538,Reefer,20FT,Textiles,Export,18.68,No
CONT06539,Open Top,45FT,Electronics,Import,16.64,No
CONT06540,Tank,40FT,Textiles,Export,22.57,Yes
CONT06541,Dry,20FT,Electronics,Import,26.31,No
CONT06542,Reefer,45FT,Textiles,Export,10.17,No
CONT06543,Open Top,40FT,Electronics,Import,27.07,No
CONT06544,Tank,20FT,Textiles,Export,16.95,No
CONT06545,Dry,45FT,Electronics,Import,10.47,Yes
CONT06546,Reefer,40FT,Textiles,Export,25.14,No
CONT06547,Open Top,20FT,Electronics,Import,4.89,No
CONT06548,Tank,45FT,Textiles,Export,17.99,No
CONT06549,Dry,40FT,Electronics,Import,22.04,No
CONT06550,Reefer,20FT,Textiles,Export,11.0,Yes
CONT06551,Open Top,45FT,Electronics,Import,25.59,No
CONT06552,Tank,40FT,Textiles,Export,10.01,No
CONT06553,Dry,20FT,Electronics,Import,25.0,No
CONT06554,Reefer,45FT,Textiles,Export,5.96,No
CONT06555,Open Top,40FT,Electronics,Import,8.0,Yes
CONT06556,Tank,20FT,Textiles,Export,13.52,No
CONT06557,Dry,45FT,Electronics,Import,25.35,No
CONT06558,Reefer,40FT,Textiles,Export,7.61,No
CONT06559,Open Top,20FT,Electronics,Import,25.89,No
CONT06560,Tank,45FT,Textiles,Export,9.74,Yes
CONT06561,Dry,40FT,Electronics,Import,15.31,No
CONT06562,Reefer,20FT,Textiles,Export,12.82,No
CONT06563,Open Top,45FT,Electronics,Import,6.95,No
CONT06564,Tank,40FT,Textiles,Export,27.61,No
CONT06565,Dry,20FT,Electronics,Import,14.95,Yes
CONT06566,Reefer,45FT,Textiles,Export,21.26,No
CONT06567,Open Top,40FT,Electronics,Import,18.38,No
CONT06568,Tank,20FT,Textiles,Export,16.54,No
CONT06569,Dry,45FT,Electronics,Import,19.41,No
CONT06570,Reefer,40FT,Textiles,Export,26.46,Yes
CONT06571,Open Top,20FT,Electronics,Import,21.48,No
CONT06572,Tank,45FT,Textiles,Export,17.31,No
CONT06573,Dry,40FT,Electronics,Import,20.13,No
CONT06574,Reefer,20FT,Textiles,Export,19.16,No
CONT06575,Open Top,45FT,Electronics,Import,14.83,Yes
CONT06576,Tank,40FT,Textiles,Export,19.62,No
CONT06577,Dry,20FT,Electronics,Import,15.09,No
CONT06578,Reefer,45FT,Textiles,Export,22.94,No
CONT06579,Open Top,40FT,Electronics,Import,28.22,No
CONT06580,Tank,20FT,Textiles,Export,28.0,Yes
CONT06581,Dry,45FT,Electronics,Import,24.52,No
CONT06582,Reefer,40FT,Textiles,Export,19.04,No
CONT06583,Open Top,20FT,Electronics,Import,22.73,No
CONT06584,Tank,45FT,Textiles,Export,8.45,No
CONT06585,Dry,40FT,Electronics,Import,15.98,Yes
CONT06586,Reefer,20FT,Textiles,Export,10.43,No
CONT06587,Open Top,45FT,Electronics,Import,4.09,No
CONT06588,Tank,40FT,Textiles,Export,28.17,No
CONT06589,Dry,20FT,Electronics,Import,25.6,No
CONT06590,Reefer,45FT,Textiles,Export,16.84,Yes
CONT06591,Open Top,40FT,Electronics,Import,10.35,No
CONT06592,Tank,20FT,Textiles,Export,21.32,No
CONT06593,Dry,45FT,Electronics,Import,14.87,No
CONT06594,Reefer,40FT,Textiles,Export,24.08,No
CONT06595,Open Top,20FT,Electronics,Import,28.99,Yes
CONT06596,Tank,45FT,Textiles,Export,12.73,No
CONT06597,Dry,40FT,Electronics,Import,10.11,No
CONT06598,Reefer,20FT,Textiles,Export,10.68,No
CONT06599,Open Top,45FT,Electronics,Import,6.33,No
CONT06600,Tank,40FT,Textiles,Export,13.85,Yes
CONT06601,Dry,20FT,Electronics,Import,4.44,No
CONT06602,Reefer,45FT,Textiles,Export,6.86,No
CONT06603,Open Top,40FT,Electronics,Import,10.79,No
CONT06604,Tank,20FT,Textiles,Export,8.0,No
CONT06605,Dry,45FT,Electronics,Import,22.3,Yes
CONT06606,Reefer,40FT,Textiles,Export,6.64,No
CONT06607,Open Top,20FT,Electronics,Import,25.65,No
CONT06608,Tank,45FT,Textiles,Export,9.53,No
CONT06609,Dry,40FT,Electronics,Import,6.71,No
CONT06610,Reefer,20FT,Textiles,Export,4.25,Yes
CONT06611,Open Top,45FT,Electronics,Import,21.88,No
CONT06612,Tank,40FT,Textiles,Export,10.42,No
CONT06613,Dry,20FT,Electronics,Import,16.74,No
CONT06614,Reefer,45FT,Textiles,Export,6.79,No
CONT06615,Open Top,40FT,Electronics,Import,28.63,Yes
CONT06616,Tank,20FT,Textiles,Export,7.13,No
CONT06617,Dry,45FT,Electronics,Import,14.3,No
CONT06618,Reefer,40FT,Textiles,Export,25.29,No
CONT06619,Open Top,20FT,Electronics,Import,10.12,No
CONT06620,Tank,45FT,Textiles,Export,10.67,Yes
CONT06621,Dry,40FT,Electronics,Import,24.21,No
CONT06622,Reefer,20FT,Textiles,Export,10.83,No
CONT06623,Open Top,45FT,Electronics,Import,4.07,No
CONT06624,Tank,40FT,Textiles,Export,14.7,No
CONT06625,Dry,20FT,Electronics,Import,4.31,Yes
CONT06626,Reefer,45FT,Textiles,Export,26.74,No
CONT06627,Open Top,40FT,Electronics,Import,20.05,No
CONT06628,Tank,20FT,Textiles,Export,18.58,No
CONT06629,Dry,45FT,Electronics,Import,9.04,No
CONT06630,Reefer,40FT,Textiles,Export,21.5,Yes
CONT06631,Open Top,20FT,Electronics,Import,20.93,No
CONT06632,Tank,45FT,Textiles,Export,5.51,No
CONT06633,Dry,40FT,Electronics,Import,26.02,No
CONT06634,Reefer,20FT,Textiles,Export,18.49,No
CONT06635,Open Top,45FT,Electronics,Import,23.81,Yes
CONT06636,Tank,40FT,Textiles,Export,10.57,No
CONT06637,Dry,20FT,Electronics,Import,7.05,No
CONT06638,Reefer,45FT,Textiles,Export,21.56,No
CONT06639,Open Top,40FT,Electronics,Import,23.85,No
CONT06640,Tank,20FT,Textiles,Export,13.65,Yes
CONT06641,Dry,45FT,Electronics,Import,4.59,No
CONT06642,Reefer,40FT,Textiles,Export,24.46,No
CONT06643,Open Top,20FT,Electronics,Import,9.15,No
CONT06644,Tank,45FT,Textiles,Export,12.48,No
CONT06645,Dry,40FT,Electronics,Import,19.71,Yes
CONT06646,Reefer,20FT,Textiles,Export,6.5,No
CONT06647,Open Top,45FT,Electronics,Import,5.8,No
CONT06648,Tank,40FT,Textiles,Export,4.64,No
CONT06649,Dry,20FT,Electronics,Import,26.92,No
CONT06650,Reefer,45FT,Textiles,Export,11.78,Yes
CONT06651,Open Top,40FT,Electronics,Import,20.52,No
CONT06652,Tank,20FT,Textiles,Export,28.73,No
CONT06653,Dry,45FT,Electronics,Import,20.74,No
CONT06654,Reefer,40FT,Textiles,Export,17.13,No
CONT06655,Open Top,20FT,Electronics,Import,17.02,Yes
CONT06656,Tank,45FT,Textiles,Export,13.42,No
CONT06657,Dry,40FT,Electronics,Import,18.99,No
CONT06658,Reefer,20FT,Textiles,Export,27.97,No
CONT06659,Open Top,45FT,Electronics,Import,23.7,No
CONT06660,Tank,40FT,Textiles,Export,14.61,Yes
CONT06661,Dry,20FT,Electronics,Import,12.31,No
CONT06662,Reefer,45FT,Textiles,Export,26.09,No
CONT06663,Open Top,40FT,Electronics,Import,7.39,No
CONT06664,Tank,20FT,Textiles,Export,25.24,No
CONT06665,Dry,45FT,Electronics,Import,10.38,Yes
CONT06666,Reefer,40FT,Textiles,Export,21.89,No
CONT06667,Open Top,20FT,Electronics,Import,24.16,No
CONT06668,Tank,45FT,Textiles,Export,15.92,No
CONT06669,Dry,40FT,Electronics,Import,8.81,No
CONT06670,Reefer,20FT,Textiles,Export,25.12,Yes
CONT06671,Open Top,45FT,Electronics,Import,13.19,No
CONT06672,Tank,40FT,Textiles,Export,12.02,No
CONT06673,Dry,20FT,Electronics,Import,16.75,No
CONT06674,Reefer,45FT,Textiles,Export,14.88,No
CONT06675,Open Top,40FT,Electronics,Import,21.08,Yes
CONT06676,Tank,20FT,Textiles,Export,7.43,No
CONT06677,Dry,45FT,Electronics,Import,14.89,No
CONT06678,Reefer,40FT,Textiles,Export,26.29,No
CONT06679,Open Top,20FT,Electronics,Import,4.9,No
CONT06680,Tank,45FT,Textiles,Export,15.43,Yes
CONT06681,Dry,40FT,Electronics,Import,20.51,No
CONT06682,Reefer,20FT,Textiles,Export,26.19,No
CONT06683,Open Top,45FT,Electronics,Import,18.84,No
CONT06684,Tank,40FT,Textiles,Export,24.61,No
CONT06685,Dry,20FT,Electronics,Import,9.57,Yes
CONT06686,Reefer,45FT,Textiles,Export,12.82,No
CONT06687,Open Top,40FT,Electronics,Import,27.55,No
CONT06688,Tank,20FT,Textiles,Export,26.15,No
CONT06689,Dry,45FT,Electronics,Import,17.95,No
CONT06690,Reefer,40FT,Textiles,Export,15.89,Yes
CONT06691,Open Top,20FT,Electronics,Import,15.28,No
CONT06692,Tank,45FT,Textiles,Export,5.47,No
CONT06693,Dry,40FT,Electronics,Import,26.31,No
CONT06694,Reefer,20FT,Textiles,Export,24.45,No
CONT06695,Open Top,45FT,Electronics,Import,15.41,Yes
CONT06696,Tank,40FT,Textiles,Export,10.99,No
CONT06697,Dry,20FT,Electronics,Import,12.57,No
CONT06698,Reefer,45FT,Textiles,Export,7.08,No
CONT06699,Open Top,40FT,Electronics,Import,22.04,No
CONT06700,Tank,20FT,Textiles,Export,17.92,Yes
CONT06701,Dry,45FT,Electronics,Import,9.85,No
CONT06702,Reefer,40FT,Textiles,Export,19.58,No
CONT06703,Open Top,20FT,Electronics,Import,28.48,No
CONT06704,Tank,45FT,Textiles,Export,7.06,No
CONT06705,Dry,40FT,Electronics,Import,15.46,Yes
CONT06706,Reefer,20FT,Textiles,Export,16.35,No
CONT06707,Open Top,45FT,Electronics,Import,8.17,No
CONT06708,Tank,40FT,Textiles,Export,17.29,No
CONT06709,Dry,20FT,Electronics,Import,19.15,No
CONT06710,Reefer,45FT,Textiles,Export,7.93,Yes
CONT06711,Open Top,40FT,Electronics,Import,7.87,No
CONT06712,Tank,20FT,Textiles,Export,25.41,No
CONT06713,Dry,45FT,Electronics,Import,11.78,No
CONT06714,Reefer,40FT,Textiles,Export,19.76,No
CONT06715,Open Top,20FT,Electronics,Import,19.67,Yes
CONT06716,Tank,45FT,Textiles,Export,24.98,No
CONT06717,Dry,40FT,Electronics,Import,22.5,No
CONT06718,Reefer,20FT,Textiles,Export,25.01,No
CONT06719,Open Top,45FT,Electronics,Import,19.63,No
CONT06720,Tank,40FT,Textiles,Export,15.24,Yes
CONT06721,Dry,20FT,Electronics,Import,13.84,No
CONT06722,Reefer,45FT,Textiles,Export,13.48,No
CONT06723,Open Top,40FT,Electronics,Import,14.46,No
CONT06724,Tank,20FT,Textiles,Export,7.23,No
CONT06725,Dry,45FT,Electronics,Import,14.6,Yes
CONT06726,Reefer,40FT,Textiles,Export,13.74,No
CONT06727,Open Top,20FT,Electronics,Import,4.86,No
CONT06728,Tank,45FT,Textiles,Export,10.88,No
CONT06729,Dry,40FT,Electronics,Import,22.8,No
CONT06730,Reefer,20FT,Textiles,Export,18.45,Yes
CONT06731,Open Top,45FT,Electronics,Import,24.15,No
CONT06732,Tank,40FT,Textiles,Export,17.57,No
CONT06733,Dry,20FT,Electronics,Import,25.35,No
CONT06734,Reefer,45FT,Textiles,Export,23.9,No
CONT06735,Open Top,40FT,Electronics,Import,6.46,Yes
CONT06736,Tank,20FT,Textiles,Export,28.43,No
CONT06737,Dry,45FT,Electronics,Import,4.37,No
CONT06738,Reefer,40FT,Textiles,Export,18.92,No
CONT06739,Open Top,20FT,Electronics,Import,23.81,No
CONT06740,Tank,45FT,Textiles,Export,12.3,Yes
CONT06741,Dry,40FT,Electronics,Import,18.96,No
CONT06742,Reefer,20FT,Textiles,Export,13.05,No
CONT06743,Open Top,45FT,Electronics,Import,5.52,No
CONT06744,Tank,40FT,Textiles,Export,4.21,No
CONT06745,Dry,20FT,Electronics,Import,6.37,Yes
CONT06746,Reefer,45FT,Textiles,Export,6.46,No
CONT06747,Open Top,40FT,Electronics,Import,19.27,No
CONT06748,Tank,20FT,Textiles,Export,17.15,No
CONT06749,Dry,45FT,Electronics,Import,15.39,No
CONT06750,Reefer,40FT,Textiles,Export,21.3,Yes
CONT06751,Open Top,20FT,Electronics,Import,4.42,No
CONT06752,Tank,45FT,Textiles,Export,10.77,No
CONT06753,Dry,40FT,Electronics,Import,23.43,No
CONT06754,Reefer,20FT,Textiles,Export,26.75,No
CONT06755,Open Top,45FT,Electronics,Import,14.96,Yes
CONT06756,Tank,40FT,Textiles,Export,6.04,No
CONT06757,Dry,20FT,Electronics,Import,23.97,No
CONT06758,Reefer,45FT,Textiles,Export,26.13,No
CONT06759,Open Top,40FT,Electronics,Import,14.34,No
CONT06760,Tank,20FT,Textiles,Export,10.08,Yes
CONT06761,Dry,45FT,Electronics,Import,5.1,No
CONT06762,Reefer,40FT,Textiles,Export,18.78,No
CONT06763,Open Top,20FT,Electronics,Import,26.75,No
CONT06764,Tank,45FT,Textiles,Export,20.95,No
CONT06765,Dry,40FT,Electronics,Import,11.93,Yes
CONT06766,Reefer,20FT,Textiles,Export,20.07,No
CONT06767,Open Top,45FT,Electronics,Import,24.8,No
CONT06768,Tank,40FT,Textiles,Export,15.9,No
CONT06769,Dry,20FT,Electronics,Import,24.49,No
CONT06770,Reefer,45FT,Textiles,Export,13.8,Yes
CONT06771,Open Top,40FT,Electronics,Import,12.71,No
CONT06772,Tank,20FT,Textiles,Export,18.57,No
CONT06773,Dry,45FT,Electronics,Import,15.62,No
CONT06774,Reefer,40FT,Textiles,Export,28.43,No
CONT06775,Open Top,20FT,Electronics,Import,16.91,Yes
CONT06776,Tank,45FT,Textiles,Export,13.63,No
CONT06777,Dry,40FT,Electronics,Import,13.87,No
CONT06778,Reefer,20FT,Textiles,Export,17.7,No
CONT06779,Open Top,45FT,Electronics,Import,12.87,No
CONT06780,Tank,40FT,Textiles,Export,22.07,Yes
CONT06781,Dry,20FT,Electronics,Import,13.52,No
CONT06782,Reefer,45FT,Textiles,Export,13.6,No
CONT06783,Open Top,40FT,Electronics,Import,19.42,No
CONT06784,Tank,20FT,Textiles,Export,5.52,No
CONT06785,Dry,45FT,Electronics,Import,20.38,Yes
CONT06786,Reefer,40FT,Textiles,Export,16.62,No
CONT06787,Open Top,20FT,Electronics,Import,15.33,No
CONT06788,Tank,45FT,Textiles,Export,21.98,No
CONT06789,Dry,40FT,Electronics,Import,22.96,No
CONT06790,Reefer,20FT,Textiles,Export,25.16,Yes
CONT06791,Open Top,45FT,Electronics,Import,13.37,No
CONT06792,Tank,40FT,Textiles,Export,12.18,No
CONT06793,Dry,20FT,Electronics,Import,21.86,No
CONT06794,Reefer,45FT,Textiles,Export,18.55,No
CONT06795,Open Top,40FT,Electronics,Import,19.8,Yes
CONT06796,Tank,20FT,Textiles,Export,17.89,No
CONT06797,Dry,45FT,Electronics,Import,23.32,No
CONT06798,Reefer,40FT,Textiles,Export,8.75,No
CONT06799,Open Top,20FT,Electronics,Import,17.89,No
CONT06800,Tank,45FT,Textiles,Export,7.95,Yes
CONT06801,Dry,40FT,Electronics,Import,14.18,No
CONT06802,Reefer,20FT,Textiles,Export,20.6,No
CONT06803,Open Top,45FT,Electronics,Import,16.33,No
CONT06804,Tank,40FT,Textiles,Export,13.49,No
CONT06805,Dry,20FT,Electronics,Import,26.12,Yes
CONT06806,Reefer,45FT,Textiles,Export,23.32,No
CONT06807,Open Top,40FT,Electronics,Import,17.16,No
CONT06808,Tank,20FT,Textiles,Export,27.75,No
CONT06809,Dry,45FT,Electronics,Import,14.61,No
CONT06810,Reefer,40FT,Textiles,Export,23.7,Yes
CONT06811,Open Top,20FT,Electronics,Import,8.2,No
CONT06812,Tank,45FT,Textiles,Export,11.14,No
CONT06813,Dry,40FT,Electronics,Import,12.45,No
CONT06814,Reefer,20FT,Textiles,Export,6.65,No
CONT06815,Open Top,45FT,Electronics,Import,16.55,Yes
CONT06816,Tank,40FT,Textiles,Export,8.81,No
CONT06817,Dry,20FT,Electronics,Import,19.85,No
CONT06818,Reefer,45FT,Textiles,Export,8.75,No
CONT06819,Open Top,40FT,Electronics,Import,7.09,No
CONT06820,Tank,20FT,Textiles,Export,28.23,Yes
CONT06821,Dry,45FT,Electronics,Import,20.46,No
CONT06822,Reefer,40FT,Textiles,Export,27.41,No
CONT06823,Open Top,20FT,Electronics,Import,16.25,No
CONT06824,Tank,45FT,Textiles,Export,4.84,No
CONT06825,Dry,40FT,Electronics,Import,18.36,Yes
CONT06826,Reefer,20FT,Textiles,Export,17.96,No
CONT06827,Open Top,45FT,Electronics,Import,4.37,No
CONT06828,Tank,40FT,Textiles,Export,25.53,No
CONT06829,Dry,20FT,Electronics,Import,19.5,No
CONT06830,Reefer,45FT,Textiles,Export,22.62,Yes
CONT06831,Open Top,40FT,Electronics,Import,16.35,No
CONT06832,Tank,20FT,Textiles,Export,19.46,No
CONT06833,Dry,45FT,Electronics,Import,10.44,No
CONT06834,Reefer,40FT,Textiles,Export,28.34,No
CONT06835,Open Top,20FT,Electronics,Import,14.02,Yes
CONT06836,Tank,45FT,Textiles,Export,8.06,No
CONT06837,Dry,40FT,Electronics,Import,5.4,No
CONT06838,Reefer,20FT,Textiles,Export,19.9,No
CONT06839,Open Top,45FT,Electronics,Import,28.58,No
CONT06840,Tank,40FT,Textiles,Export,26.39,Yes
CONT06841,Dry,20FT,Electronics,Import,21.55,No
CONT06842,Reefer,45FT,Textiles,Export,28.76,No
CONT06843,Open Top,40FT,Electronics,Import,22.07,No
CONT06844,Tank,20FT,Textiles,Export,12.48,No
CONT06845,Dry,45FT,Electronics,Import,19.03,Yes
CONT06846,Reefer,40FT,Textiles,Export,5.99,No
CONT06847,Open Top,20FT,Electronics,Import,9.54,No
CONT06848,Tank,45FT,Textiles,Export,14.44,No
CONT06849,Dry,40FT,Electronics,Import,9.05,No
CONT06850,Reefer,20FT,Textiles,Export,27.84,Yes
CONT06851,Open Top,45FT,Electronics,Import,28.89,No
CONT06852,Tank,40FT,Textiles,Export,13.27,No
CONT06853,Dry,20FT,Electronics,Import,21.73,No
CONT06854,Reefer,45FT,Textiles,Export,14.19,No
CONT06855,Open Top,40FT,Electronics,Import,7.49,Yes
CONT06856,Tank,20FT,Textiles,Export,12.42,No
CONT06857,Dry,45FT,Electronics,Import,9.83,No
CONT06858,Reefer,40FT,Textiles,Export,12.2,No
CONT06859,Open Top,20FT,Electronics,Import,9.38,No
CONT06860,Tank,45FT,Textiles,Export,6.81,Yes
CONT06861,Dry,40FT,Electronics,Import,9.44,No
CONT06862,Reefer,20FT,Textiles,Export,26.64,No
CONT06863,Open Top,45FT,Electronics,Import,6.13,No
CONT06864,Tank,40FT,Textiles,Export,12.12,No
CONT06865,Dry,20FT,Electronics,Import,17.21,Yes
CONT06866,Reefer,45FT,Textiles,Export,12.86,No
CONT06867,Open Top,40FT,Electronics,Import,16.94,No
CONT06868,Tank,20FT,Textiles,Export,5.09,No
CONT06869,Dry,45FT,Electronics,Import,20.21,No
CONT06870,Reefer,40FT,Textiles,Export,18.09,Yes
CONT06871,Open Top,20FT,Electronics,Import,21.02,No
CONT06872,Tank,45FT,Textiles,Export,18.18,No
CONT06873,Dry,40FT,Electronics,Import,14.95,No
CONT06874,Reefer,20FT,Textiles,Export,12.75,No
CONT06875,Open Top,45FT,Electronics,Import,9.66,Yes
CONT06876,Tank,40FT,Textiles,Export,16.5,No
CONT06877,Dry,20FT,Electronics,Import,4.65,No
CONT06878,Reefer,45FT,Textiles,Export,12.21,No
CONT06879,Open Top,40FT,Electronics,Import,20.95,No
CONT06880,Tank,20FT,Textiles,Export,6.72,Yes
CONT06881,Dry,45FT,Electronics,Import,5.57,No
CONT06882,Reefer,40FT,Textiles,Export,20.3,No
CONT06883,Open Top,20FT,Electronics,Import,13.94,No
CONT06884,Tank,45FT,Textiles,Export,24.05,No
CONT06885,Dry,40FT,Electronics,Import,27.43,Yes
CONT06886,Reefer,20FT,Textiles,Export,27.93,No
CONT06887,Open Top,45FT,Electronics,Import,14.64,No
CONT06888,Tank,40FT,Textiles,Export,10.61,No
CONT06889,Dry,20FT,Electronics,Import,19.22,No
CONT06890,Reefer,45FT,Textiles,Export,19.7,Yes
CONT06891,Open Top,40FT,Electronics,Import,19.56,No
CONT06892,Tank,20FT,Textiles,Export,12.04,No
CONT06893,Dry,45FT,Electronics,Import,5.59,No
CONT06894,Reefer,40FT,Textiles,Export,9.25,No
CONT06895,Open Top,20FT,Electronics,Import,7.86,Yes
CONT06896,Tank,45FT,Textiles,Export,7.1,No
CONT06897,Dry,40FT,Electronics,Import,27.16,No
CONT06898,Reefer,20FT,Textiles,Export,4.35,No
CONT06899,Open Top,45FT,Electronics,Import,19.05,No
CONT06900,Tank,40FT,Textiles,Export,27.69,Yes
CONT06901,Dry,20FT,Electronics,Import,13.0,No
CONT06902,Reefer,45FT,Textiles,Export,17.18,No
CONT06903,Open Top,40FT,Electronics,Import,21.39,No
CONT06904,Tank,20FT,Textiles,Export,11.93,No
CONT06905,Dry,45FT,Electronics,Import,15.94,Yes
CONT06906,Reefer,40FT,Textiles,Export,24.43,No
CONT06907,Open Top,20FT,Electronics,Import,22.63,No
CONT06908,Tank,45FT,Textiles,Export,24.21,No
CONT06909,Dry,40FT,Electronics,Import,28.68,No
CONT06910,Reefer,20FT,Textiles,Export,13.26,Yes
CONT06911,Open Top,45FT,Electronics,Import,22.68,No
CONT06912,Tank,40FT,Textiles,Export,19.07,No
CONT06913,Dry,20FT,Electronics,Import,20.67,No
CONT06914,Reefer,45FT,Textiles,Export,22.5,No
CONT06915,Open Top,40FT,Electronics,Import,22.74,Yes
CONT06916,Tank,20FT,Textiles,Export,26.14,No
CONT06917,Dry,45FT,Electronics,Import,12.73,No
CONT06918,Reefer,40FT,Textiles,Export,20.34,No
CONT06919,Open Top,20FT,Electronics,Import,11.01,No
CONT06920,Tank,45FT,Textiles,Export,18.86,Yes
CONT06921,Dry,40FT,Electronics,Import,22.78,No
CONT06922,Reefer,20FT,Textiles,Export,23.78,No
CONT06923,Open Top,45FT,Electronics,Import,14.5,No
CONT06924,Tank,40FT,Textiles,Export,16.72,No
CONT06925,Dry,20FT,Electronics,Import,12.35,Yes
CONT06926,Reefer,45FT,Textiles,Export,8.23,No
CONT06927,Open Top,40FT,Electronics,Import,10.51,No
